school_id,school_name,school_level,office_of_education_name,road_address
B000022982,연무고등학교,고등학교,충청남도교육청,충청남도 논산시 연무읍 동안로887번길 5
B000012305,덕적고등학교,고등학교,인천광역시교육청,인천광역시 옹진군 덕적면 덕적남로 15
B000012316,광주서석고등학교,고등학교,광주광역시교육청,광주광역시 서구 화정로253번길 27
B000012230,광성고등학교,고등학교,인천광역시교육청,인천광역시 중구 참외전로244번길 47
B000012552,태성고등학교,고등학교,경기도교육청,경기도 용인시 처인구 백옥대로 1059-2
B000011662,순천효산고등학교,고등학교,전라남도교육청,전라남도 순천시 삼산로 104
B000012246,인천해송고등학교,고등학교,인천광역시교육청,인천광역시 연수구 해송로 20
B000025996,별내고등학교,고등학교,경기도교육청,경기도 남양주시 별내5로 36
B000012268,인천산곡고등학교,고등학교,인천광역시교육청,인천광역시 부평구 원적로416번길 25
B000011721,구미정보고등학교,고등학교,경상북도교육청,경상북도 구미시 검성로 143
B000013250,금성고등학교,고등학교,경상북도교육청,경상북도 의성군 금성면 금성현서로 41-66
B000011515,동일공업고등학교,고등학교,경기도교육청,경기도 평택시 중앙로 315
B000013175,경북세무고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 기계면 기계로 218
B000012462,분당중앙고등학교,고등학교,경기도교육청,경기도 성남시 분당구 불정로 174
B000012430,장안고등학교,고등학교,경기도교육청,경기도 수원시 장안구 대평로52번길 12
B000012773,원주금융회계고등학교,고등학교,강원특별자치도교육청,강원특별자치도 원주시 부론면 부귀로 35
B000012473,분당대진고등학교,고등학교,경기도교육청,경기도 성남시 분당구 분당로 271
B000012511,성문고등학교,고등학교,경기도교육청,경기도 안양시 만안구 성결대학로64번길 9
B000012586,진위고등학교,고등학교,경기도교육청,경기도 평택시 진위면 진위서로 47
B000013078,여수정보과학고등학교,고등학교,전라남도교육청,전라남도 여수시 여문2로 148
B000023232,울산스포츠과학고등학교,고등학교,울산광역시교육청,울산광역시 북구 산음3길 16
B000012312,광주여자고등학교,고등학교,광주광역시교육청,광주광역시 서구 상무대로1014번길 43
B000013159,포항고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 아호로 50
B000012295,서인천고등학교,고등학교,인천광역시교육청,인천광역시 서구 서곶로 475
B000013482,당곡고등학교,고등학교,서울특별시교육청,서울특별시 관악구 봉천로21길 108
B000013295,합포고등학교,고등학교,경상남도교육청,경상남도 창원시 마산합포구 무학로 458
B000012616,광주중앙고등학교,고등학교,경기도교육청,경기도 광주시 역동로63번길 1
B000011560,홍천농업고등학교,고등학교,강원특별자치도교육청,강원특별자치도 홍천군 홍천읍 홍천로 678-15
B000012472,동광고등학교,고등학교,경기도교육청,경기도 성남시 중원구 원터로 84
B000013211,경구고등학교,고등학교,경상북도교육청,경상북도 구미시 봉곡로9길 25
B000012029,문일고등학교,고등학교,서울특별시교육청,서울특별시 금천구 시흥대로47길 45
B000013237,문창고등학교,고등학교,경상북도교육청,경상북도 문경시 돈달로 145
B000013458,원묵고등학교,고등학교,서울특별시교육청,서울특별시 중랑구 숙선옹주로 82
B000012699,오남고등학교,고등학교,경기도교육청,경기도 남양주시 오남읍 진건오남로 784-27
B000012062,개포고등학교,고등학교,서울특별시교육청,서울특별시 강남구 개포로 402
B000011655,목포성신고등학교,고등학교,전라남도교육청,전라남도 목포시 상동로 87-1
B000013580,상주여자고등학교,고등학교,경상북도교육청,경상북도 상주시 삼백로 315
B000012606,오산고등학교,고등학교,경기도교육청,경기도 오산시 청학로 43
B000011714,경주화랑고등학교,고등학교,경상북도교육청,경상북도 경주시 문무대왕면 장항재동길 41
B000013266,이서고등학교,고등학교,경상북도교육청,경상북도 청도군 이서면 학산1길 22
B000012533,성지고등학교,고등학교,경기도교육청,경기도 용인시 기흥구 갈곡로12번길 13
B000012256,인천고잔고등학교,고등학교,인천광역시교육청,인천광역시 남동구 에코중앙로 117
B000011424,인천기계공업고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 한나루로 545
B000013213,선산고등학교,고등학교,경상북도교육청,경상북도 구미시 선산읍 단계서4길 18
B000011816,부일외국어고등학교,고등학교,부산광역시교육청,부산광역시 사하구 감천로73번길 36
B000012005,진명여자고등학교,고등학교,서울특별시교육청,서울특별시 양천구 목동로 170
B000022571,군포중앙고등학교,고등학교,경기도교육청,경기도 군포시 송부로 239
B000013191,성의고등학교,고등학교,경상북도교육청,경상북도 김천시 성의길 38
B000023258,인천전자마이스터고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 석정로 165
B000011948,중화고등학교,고등학교,서울특별시교육청,서울특별시 중랑구 봉화산로27길 62
B000011810,한국과학영재학교,고등학교,부산광역시교육청,부산광역시 부산진구 백양관문로 105-47
B000011305,해성국제컨벤션고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 전농로20길 31
B000013543,고색고등학교,고등학교,경기도교육청,경기도 수원시 권선구 서둔로17번길 32
B000012546,현암고등학교,고등학교,경기도교육청,경기도 용인시 수지구 디지털벨리로 17
B000012251,인천만수고등학교,고등학교,인천광역시교육청,인천광역시 남동구 장승로 91
B000013524,인천예일고등학교,고등학교,인천광역시교육청,인천광역시 계양구 박촌로 23
B000012693,평내고등학교,고등학교,경기도교육청,경기도 남양주시 평내로 57
B000011643,한국한방고등학교,고등학교,전북특별자치도교육청,전북특별자치도 진안군 진안읍 임진로 2765
B000013103,창평고등학교,고등학교,전라남도교육청,전라남도 담양군 창평면 창평로 582
B000012310,살레시오여자고등학교,고등학교,광주광역시교육청,광주광역시 동구 필문대로273번길 21
B000013222,영광여자고등학교,고등학교,경상북도교육청,경상북도 영주시 숫골길23번길 39
B000013147,고금고등학교,고등학교,전라남도교육청,전라남도 완도군 고금면 고금로684번길 15
B000011953,석관고등학교,고등학교,서울특별시교육청,서울특별시 성북구 한천로70길 30
B000012150,동아고등학교,고등학교,부산광역시교육청,부산광역시 사하구 괴정로244번길 63
B000011944,경희여자고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 경희대로 26
B000012883,진천고등학교,고등학교,충청북도교육청,충청북도 진천군 진천읍 문화12길 48
B000013481,경문고등학교,고등학교,서울특별시교육청,서울특별시 동작구 동작대로 171
B000012279,작전고등학교,고등학교,인천광역시교육청,인천광역시 계양구 봉오대로729번길 27
B000011700,포항여자전자고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 용흥로291번길 19
B000012786,동해광희고등학교,고등학교,강원특별자치도교육청,강원특별자치도 동해시 청운로 112
B000011943,해성여자고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 전농로20길 31
B000011724,경북항공고등학교,고등학교,경상북도교육청,경상북도 영주시 풍기읍 금계로 90
B000012208,대구남산고등학교,고등학교,대구광역시교육청,대구광역시 수성구 신천동로 364
B000011889,전북기계공업고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 인북로32길 41
B000011949,송곡고등학교,고등학교,서울특별시교육청,서울특별시 중랑구 양원역로 50
B000011542,경민IT고등학교,고등학교,경기도교육청,경기도 의정부시 서부로 545
B000012705,구리여자고등학교,고등학교,경기도교육청,경기도 구리시 벌말로 168
B000013087,순천매산여자고등학교,고등학교,전라남도교육청,전라남도 순천시 매산길 43
B000012241,인명여자고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 문화로 11
B000012544,용인홍천고등학교,고등학교,경기도교육청,경기도 용인시 수지구 수지로227번길 22
B000012280,계산여자고등학교,고등학교,인천광역시교육청,인천광역시 계양구 계산새로 131
B000022584,신길고등학교,고등학교,경기도교육청,경기도 안산시 단원구 신길로 45
B000022765,경복비즈니스고등학교,고등학교,서울특별시교육청,서울특별시 강서구 화곡로 379
B000012465,돌마고등학교,고등학교,경기도교육청,경기도 성남시 분당구 이매로 105
B000012539,구성고등학교,고등학교,경기도교육청,경기도 용인시 기흥구 연원로42번길 47
B000012695,동화고등학교,고등학교,경기도교육청,경기도 남양주시 경춘로 434
B000022643,경화여자English Business고등학교,고등학교,경기도교육청,경기도 광주시 수하길11번길 43
B000012548,수지고등학교,고등학교,경기도교육청,경기도 용인시 수지구 수풍로 73
B000011860,평택마이스터고등학교,고등학교,경기도교육청,경기도 평택시 중앙1로 61
B000012210,대곡고등학교,고등학교,대구광역시교육청,대구광역시 달서구 도원남로 80
B000013195,경일고등학교,고등학교,경상북도교육청,경상북도 안동시 치이골길 46
B000011595,충북비즈니스고등학교,고등학교,충청북도교육청,충청북도 증평군 증평읍 중앙로 132
B000013202,성희여자고등학교,고등학교,경상북도교육청,경상북도 안동시 강남로 246
B000012271,부개고등학교,고등학교,인천광역시교육청,인천광역시 부평구 수변로57번길 36
B000013097,중마고등학교,고등학교,전라남도교육청,전라남도 광양시 등논4길 40
B000013530,보문고등학교,고등학교,광주광역시교육청,광주광역시 광산구 어등대로529번길 37
B000011426,인천비즈니스고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 장고개로 31
B000012355,보문고등학교,고등학교,대전광역시교육청,대전광역시 동구 우암로 57
B000012149,건국고등학교,고등학교,부산광역시교육청,부산광역시 사하구 승학로17번길 76-8
B000012078,가락고등학교,고등학교,서울특별시교육청,서울특별시 송파구 송이로 42
B000012103,부산고등학교,고등학교,부산광역시교육청,부산광역시 동구 초량로40번길 23
B000011660,순천공업고등학교,고등학교,전라남도교육청,전라남도 순천시 유동길 50
B000011903,금오공업고등학교,고등학교,경상북도교육청,경상북도 구미시 구미대로30길 59
B000012713,효자고등학교,고등학교,경기도교육청,경기도 의정부시 부용로 165
B000012618,곤지암고등학교,고등학교,경기도교육청,경기도 광주시 곤지암읍 곤지암로 82
B000011803,미림마이스터고등학교,고등학교,서울특별시교육청,서울특별시 관악구 호암로 546
B000012657,양평고등학교,고등학교,경기도교육청,경기도 양평군 양평읍 양근로 260
B000012243,인천여자고등학교,고등학교,인천광역시교육청,인천광역시 연수구 비류대로506번길 14
B000012538,용인백현고등학교,고등학교,경기도교육청,경기도 용인시 기흥구 동백7로 112
B000013176,포항동성고등학교,고등학교,경상북도교육청,경상북도 포항시 남구 동해면 일월로41번길 26
B000022777,가재울고등학교,고등학교,서울특별시교육청,서울특별시 서대문구 수색로 100-35
B000012711,의정부여자고등학교,고등학교,경기도교육청,경기도 의정부시 신흥로365번길 10
B000013197,예일메디텍고등학교,고등학교,경상북도교육청,경상북도 안동시 예일길 85
B000012267,부평여자고등학교,고등학교,인천광역시교육청,인천광역시 부평구 부흥로243번길 44
B000012039,동작고등학교,고등학교,서울특별시교육청,서울특별시 동작구 솔밭로 51
B000013372,서창고등학교,고등학교,경상남도교육청,경상남도 양산시 삼호동부로 125
B000012228,제물포고등학교,고등학교,인천광역시교육청,인천광역시 중구 자유공원로 58-9
B000013405,산청고등학교,고등학교,경상남도교육청,경상남도 산청군 산청읍 웅석봉로86번길 9-12
B000011741,강구정보고등학교,고등학교,경상북도교육청,경상북도 영덕군 강구면 신강구1길 45-5
B000011549,강원애니고등학교,고등학교,강원특별자치도교육청,강원특별자치도 춘천시 서면 박사로 1025
B000011866,경기북과학고등학교,고등학교,경기도교육청,경기도 의정부시 체육로135번길 32
B000011886,합덕제철고등학교,고등학교,충청남도교육청,충청남도 당진시 합덕읍 면천로 1601
B000012234,학익고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 한나루로358번길 23-22
B000012405,울산제일고등학교,고등학교,울산광역시교육청,울산광역시 남구 남부순환도로 107
B000013239,가은고등학교,고등학교,경상북도교육청,경상북도 문경시 가은읍 가은로 205
B000026226,중앙탑고등학교,고등학교,충청북도교육청,충청북도 충주시 중앙탑면 기업도시로 163
B000013220,영주고등학교,고등학교,경상북도교육청,경상북도 영주시 이산로 31
B000012043,신림고등학교,고등학교,서울특별시교육청,서울특별시 관악구 문성로 119
B000012774,육민관고등학교,고등학교,강원특별자치도교육청,강원특별자치도 원주시 흥업면 북원로 1800
B000023064,감일고등학교,고등학교,경기도교육청,경기도 하남시 감일순환로 165
B000011350,광신방송예술고등학교,고등학교,서울특별시교육청,서울특별시 관악구 광신길 141
B000013030,덕암고등학교,고등학교,전북특별자치도교육청,전북특별자치도 김제시 하공로 9
B000013274,경북기계명장고등학교,고등학교,경상북도교육청,경상북도 칠곡군 지천면 신동로 99
B000012426,수성고등학교,고등학교,경기도교육청,경기도 수원시 장안구 장안로90번길 39
B000012412,남목고등학교,고등학교,울산광역시교육청,울산광역시 동구 방어진순환도로 1200
B000012148,다대고등학교,고등학교,부산광역시교육청,부산광역시 사하구 다대낙조2길 199
B000012543,서원고등학교,고등학교,경기도교육청,경기도 용인시 수지구 상현로42번길 26-7
B000013585,웅천고등학교,고등학교,경상남도교육청,경상남도 창원시 진해구 웅천중로 71
B000012027,오류고등학교,고등학교,서울특별시교육청,서울특별시 구로구 오리로21길 2
B000012880,청산고등학교,고등학교,충청북도교육청,충청북도 옥천군 청산면 청산로 92
B000012238,인화여자고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 석정로 165
B000011716,경북과학기술고등학교,고등학교,경상북도교육청,경상북도 김천시 아포읍 아포대로 1053
B000011773,한국과학기술고등학교,고등학교,경상남도교육청,경상남도 창녕군 고암면 창밀로 286
B000024595,경북골프경영고등학교,고등학교,경상북도교육청,경상북도 청송군 부남면 대전로 66
B000012264,인천상정고등학교,고등학교,인천광역시교육청,인천광역시 부평구 경원대로 1109
B000012717,동국대학교사범대학부속영석고등학교,고등학교,경기도교육청,경기도 의정부시 시민로 363
B000013169,유성여자고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 우창로 43
B000012542,초당고등학교,고등학교,경기도교육청,경기도 용인시 기흥구 동백중앙로 21
B000012658,양일고등학교,고등학교,경기도교육청,경기도 양평군 양평읍 관문2길 9
B000012573,평택고등학교,고등학교,경기도교육청,경기도 평택시 중앙로 246
B000011720,구미여자상업고등학교,고등학교,경상북도교육청,경상북도 구미시 형곡로38길 9-14
B000023276,경기물류고등학교,고등학교,경기도교육청,경기도 평택시 안중읍 안현로 403
B000011679,전남미래자동차고등학교,고등학교,전라남도교육청,전라남도 장흥군 장흥읍 행원강변길 8
B000013455,경희고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 경희대로 26
B000025212,인천포스코고등학교,고등학교,인천광역시교육청,인천광역시 연수구 컨벤시아대로42번길 50
B000013473,한가람고등학교,고등학교,서울특별시교육청,서울특별시 양천구 목동서로 15
B000012294,대인고등학교,고등학교,인천광역시교육청,인천광역시 서구 서곶로 446
B000013353,김해경원고등학교,고등학교,경상남도교육청,경상남도 김해시 우암로 18
B000012187,함지고등학교,고등학교,대구광역시교육청,대구광역시 북구 학정로48길 46
B000012965,합덕고등학교,고등학교,충청남도교육청,충청남도 당진시 합덕읍 면천로 1583
B000013163,포항장성고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 법원로 117
B000013217,도개고등학교,고등학교,경상북도교육청,경상북도 구미시 도개면 도안로 120
B000012591,반송고등학교,고등학교,경기도교육청,경기도 화성시 동탄반석로 21
B000012943,부여여자고등학교,고등학교,충청남도교육청,충청남도 부여군 부여읍 부소로 47
B000011952,서울대학교사범대학부설고등학교,고등학교,서울특별시교육청,서울특별시 성북구 월곡로 6
B000013053,고창고등학교,고등학교,전북특별자치도교육청,전북특별자치도 고창군 고창읍 모양성로 50
B000011445,송원여자상업고등학교,고등학교,광주광역시교육청,광주광역시 남구 송암로 73
B000012549,풍덕고등학교,고등학교,경기도교육청,경기도 용인시 수지구 정평로13번길 5
B000012012,대일고등학교,고등학교,서울특별시교육청,서울특별시 강서구 등촌로35길 90
B000013479,대영고등학교,고등학교,서울특별시교육청,서울특별시 영등포구 도림로86길 16
B000011755,경남관광고등학교,고등학교,경상남도교육청,경상남도 창원시 의창구 사림로29번길 12
B000013164,동지고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 용흥로 123
B000012223,화원고등학교,고등학교,대구광역시교육청,대구광역시 달성군 화원읍 비슬로 2458
B000012718,의정부광동고등학교,고등학교,경기도교육청,경기도 의정부시 서부로 691
B000012100,경남고등학교,고등학교,부산광역시교육청,부산광역시 서구 망양로111번길 65
B000011848,울산예술고등학교,고등학교,울산광역시교육청,울산광역시 울주군 웅촌면 웅촌로 621-6
B000013209,선주고등학교,고등학교,경상북도교육청,경상북도 구미시 야은로13길 13
B000012712,발곡고등학교,고등학교,경기도교육청,경기도 의정부시 동일로454번길 150
B000012257,인천논현고등학교,고등학교,인천광역시교육청,인천광역시 남동구 청능대로611번길 54
B000012889,단양고등학교,고등학교,충청북도교육청,충청북도 단양군 단양읍 수변로 2
B000024683,서연고등학교,고등학교,경기도교육청,경기도 화성시 동탄대로4가길 6
B000013207,사곡고등학교,고등학교,경상북도교육청,경상북도 구미시 박정희로 195
B000013476,고척고등학교,고등학교,서울특별시교육청,서울특별시 구로구 중앙로15길 162
B000012663,양동고등학교,고등학교,경기도교육청,경기도 양평군 양동면 학둔지윗길 47-7
B000012167,이사벨고등학교,고등학교,부산광역시교육청,부산광역시 연제구 중앙대로 1197
B000013101,광양고등학교,고등학교,전라남도교육청,전라남도 광양시 봉강면 매천로 667
B000022988,연무마이스터고등학교,고등학교,충청남도교육청,충청남도 논산시 연무읍 연무로 268-9
B000011988,동명여자고등학교,고등학교,서울특별시교육청,서울특별시 은평구 통일로 793
B000011718,한국생명과학고등학교,고등학교,경상북도교육청,경상북도 안동시 하이마로 385
B000012698,진접고등학교,고등학교,경기도교육청,경기도 남양주시 진접읍 해밀예당2로 13
B000012749,관인고등학교,고등학교,경기도교육청,경기도 포천시 관인면 관인로 20
B000011942,동국대학교사범대학부속고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 장안벚꽃로 201
B000011320,인덕과학기술고등학교,고등학교,서울특별시교육청,서울특별시 노원구 초안산로 12
B000013181,경주고등학교,고등학교,경상북도교육청,경상북도 경주시 원효로 231
B000012154,성일여자고등학교,고등학교,부산광역시교육청,부산광역시 사하구 다대로 161
B000011417,인천여자상업고등학교,고등학교,인천광역시교육청,인천광역시 중구 인중로 146
B000011418,인천반도체고등학교,고등학교,인천광역시교육청,인천광역시 중구 참외전로 192
B000012250,인천남고등학교,고등학교,인천광역시교육청,인천광역시 남동구 석정로551번길 41
B000011399,대구공업고등학교,고등학교,대구광역시교육청,대구광역시 동구 대현로 135
B000012249,인천대건고등학교,고등학교,인천광역시교육청,인천광역시 연수구 능허대로 437
B000012984,전주성심여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 완산구 경기전길 130
B000013551,와부고등학교,고등학교,경기도교육청,경기도 남양주시 와부읍 수레로 127-20
B000013540,성신고등학교,고등학교,울산광역시교육청,울산광역시 중구 성신고교길 26
B000013276,예천여자고등학교,고등학교,경상북도교육청,경상북도 예천군 예천읍 효자로 205
B000012019,덕원여자고등학교,고등학교,서울특별시교육청,서울특별시 강서구 강서로45길 91-44
B000013094,광남고등학교,고등학교,전라남도교육청,전라남도 나주시 남평읍 남평향교길 19
B000013448,성동고등학교,고등학교,서울특별시교육청,서울특별시 중구 퇴계로90길 17
B000013358,장유고등학교,고등학교,경상남도교육청,경상남도 김해시 월산로 77
B000012510,안양여자고등학교,고등학교,경기도교육청,경기도 안양시 만안구 안양로 357
B000013262,영해고등학교,고등학교,경상북도교육청,경상북도 영덕군 영해면 예주길 135
B000011496,경기게임마이스터고등학교,고등학교,경기도교육청,경기도 안양시 동안구 학의로 70
B000012274,세일고등학교,고등학교,인천광역시교육청,인천광역시 부평구 원적로 245
B000011312,고명외식고등학교,고등학교,서울특별시교육청,서울특별시 성북구 북악산로 870
B000013034,동국대학교사범대학부속금산고등학교,고등학교,전북특별자치도교육청,전북특별자치도 김제시 금산면 모악로 47
B000012469,숭신여자고등학교,고등학교,경기도교육청,경기도 성남시 중원구 황송로77번길 34
B000013251,안계고등학교,고등학교,경상북도교육청,경상북도 의성군 안계면 용기9길 9
B000011711,경주디자인고등학교,고등학교,경상북도교육청,경상북도 경주시 현곡면 용담로 694
B000012049,서울미술고등학교,고등학교,서울특별시교육청,서울특별시 관악구 남부순환로247길 26
B000012217,경원고등학교,고등학교,대구광역시교육청,대구광역시 달서구 새방로 77
B000012281,인천세원고등학교,고등학교,인천광역시교육청,인천광역시 계양구 장제로 966
B000013168,동지여자고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 용흥로 123
B000012590,나루고등학교,고등학교,경기도교육청,경기도 화성시 금반2길 13
B000011797,한성과학고등학교,고등학교,서울특별시교육청,서울특별시 서대문구 통일로 279-79
B000011701,한국해양마이스터고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 여남포길21번길 18
B000012877,보은여자고등학교,고등학교,충청북도교육청,충청북도 보은군 보은읍 보은로 223
B000012411,화암고등학교,고등학교,울산광역시교육청,울산광역시 동구 화암7길 55
B000012231,인성여자고등학교,고등학교,인천광역시교육청,인천광역시 중구 홍예문로 39
B000012176,장안제일고등학교,고등학교,부산광역시교육청,부산광역시 기장군 장안읍 좌천2길 43
B000011827,인천해사고등학교,고등학교,인천광역시교육청,인천광역시 중구 월미로 338
B000012389,대전이문고등학교,고등학교,대전광역시교육청,대전광역시 대덕구 석봉로 15
B000012272,삼산고등학교,고등학교,인천광역시교육청,인천광역시 부평구 영성중로 54
B000023101,비전고등학교,고등학교,경기도교육청,경기도 평택시 비전3로 12
B000022587,부곡고등학교,고등학교,경기도교육청,경기도 안산시 상록구 시낭로 78
B000013388,창녕여자고등학교,고등학교,경상남도교육청,경상남도 창녕군 창녕읍 신당길 30
B000013161,포항이동고등학교,고등학교,경상북도교육청,경상북도 포항시 남구 희망대로 412
B000011874,충북예술고등학교,고등학교,충청북도교육청,충청북도 청주시 흥덕구 서부로 1185
B000012715,호원고등학교,고등학교,경기도교육청,경기도 의정부시 망월로 56
B000011826,대구외국어고등학교,고등학교,대구광역시교육청,대구광역시 달서구 선원로11길 21
B000012502,인덕원고등학교,고등학교,경기도교육청,경기도 안양시 동안구 안양판교로 43
B000011432,인천생활과학고등학교,고등학교,인천광역시교육청,인천광역시 연수구 함박뫼로 103
B000011508,용인바이오고등학교,고등학교,경기도교육청,경기도 용인시 처인구 이동읍 경기동로687번길 28-14
B000011622,한국전통문화고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 완산구 중인1길 68-13
B000011439,인천디자인고등학교,고등학교,인천광역시교육청,인천광역시 서구 대평로56번길 10
B000026215,목감고등학교,고등학교,경기도교육청,경기도 시흥시 목감둘레로 150
B000012522,고잔고등학교,고등학교,경기도교육청,경기도 안산시 단원구 광덕2로 222
B000012849,청주중앙여자고등학교,고등학교,충청북도교육청,충청북도 청주시 서원구 천석로 15
B000013269,성주여자고등학교,고등학교,경상북도교육청,경상북도 성주군 성주읍 성주여중고길 19
B000012744,송우고등학교,고등학교,경기도교육청,경기도 포천시 소흘읍 태봉로 125
B000011571,충북공업고등학교,고등학교,충청북도교육청,충청북도 청주시 흥덕구 서부로1205번길 52
B000012085,정신여자고등학교,고등학교,서울특별시교육청,서울특별시 송파구 올림픽로4길 16
B000012288,백석고등학교,고등학교,인천광역시교육청,인천광역시 서구 서곶로 701
B000012911,한일고등학교,고등학교,충청남도교육청,충청남도 공주시 정안면 어물길 81
B000012524,광덕고등학교,고등학교,경기도교육청,경기도 안산시 상록구 순환로 532
B000011367,부산영상예술고등학교,고등학교,부산광역시교육청,부산광역시 영도구 영상길 100
B000011573,대성여자상업고등학교,고등학교,충청북도교육청,충청북도 청주시 상당구 대성로 220
B000013516,경신고등학교,고등학교,대구광역시교육청,대구광역시 수성구 달구벌대로504길 34
B000012248,송도고등학교,고등학교,인천광역시교육청,인천광역시 연수구 독배로 91
B000012589,동탄고등학교,고등학교,경기도교육청,경기도 화성시 동탄공원로1길 26-7
B000012353,대전가오고등학교,고등학교,대전광역시교육청,대전광역시 동구 신기로 71
B000012960,대흥고등학교,고등학교,충청남도교육청,충청남도 예산군 대흥면 예당로 845
B000012545,죽전고등학교,고등학교,경기도교육청,경기도 용인시 수지구 용구대로2771번길 23
B000013566,군산중앙고등학교,고등학교,전북특별자치도교육청,전북특별자치도 군산시 성산면 군장대길 13
B000013110,고흥도화고등학교,고등학교,전라남도교육청,전라남도 고흥군 도화면 도화로 476
B000011672,전남조리과학고등학교,고등학교,전라남도교육청,전라남도 곡성군 곡성읍 학교로 71
B000012229,인일여자고등학교,고등학교,인천광역시교육청,인천광역시 중구 참외전로72번길 10
B000011375,동래원예고등학교,고등학교,부산광역시교육청,부산광역시 동래구 금강로 43
B000012291,가좌고등학교,고등학교,인천광역시교육청,인천광역시 서구 장고개로287번길 24
B000013093,영산고등학교,고등학교,전라남도교육청,전라남도 나주시 영강길 32
B000012434,화홍고등학교,고등학교,경기도교육청,경기도 수원시 권선구 세권로 331
B000013257,영양고등학교,고등학교,경상북도교육청,경상북도 영양군 영양읍 중앙로 81
B000011463,유성생명과학고등학교,고등학교,대전광역시교육청,대전광역시 유성구 월드컵대로 270
B000013312,마산무학여자고등학교,고등학교,경상남도교육청,경상남도 창원시 마산회원구 회원동33길 17
B000012581,효명고등학교,고등학교,경기도교육청,경기도 평택시 송탄로 51
B000012536,흥덕고등학교,고등학교,경기도교육청,경기도 용인시 기흥구 흥덕2로 36
B000011767,밀성제일고등학교,고등학교,경상남도교육청,경상남도 밀양시 밀양대로 2078
B000012865,충주대원고등학교,고등학교,충청북도교육청,충청북도 충주시 안림로 43
B000012182,대구동부고등학교,고등학교,대구광역시교육청,대구광역시 동구 반야월북로 199
B000012620,남한고등학교,고등학교,경기도교육청,경기도 하남시 신평로 25
B000011370,경남공업고등학교,고등학교,부산광역시교육청,부산광역시 부산진구 전포대로175번길 22
B000011429,인천해양과학고등학교,고등학교,인천광역시교육청,인천광역시 연수구 능허대로 71
B000013545,용인한국외국어대학교부설고등학교,고등학교,경기도교육청,경기도 용인시 처인구 모현읍 외대로54번길 50
B000012612,광명고등학교,고등학교,경기도교육청,경기도 광명시 오리로876번길 17
B000011396,부산여자상업고등학교,고등학교,부산광역시교육청,부산광역시 수영구 금련로 43
B000011590,영동미래고등학교,고등학교,충청북도교육청,충청북도 영동군 영동읍 대학로 10
B000011306,서울정화고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 홍릉로15길 50
B000012161,브니엘여자고등학교,고등학교,부산광역시교육청,부산광역시 금정구 체육공원로 154
B000013114,벌교여자고등학교,고등학교,전라남도교육청,전라남도 보성군 벌교읍 채동선로 133
B000013477,우신고등학교,고등학교,서울특별시교육청,서울특별시 구로구 부일로 917
B000012701,광동고등학교,고등학교,경기도교육청,경기도 남양주시 진접읍 장현로광동1길 10
B000012275,제일고등학교,고등학교,인천광역시교육청,인천광역시 부평구 경인로759번길 28
B000011897,전남예술고등학교,고등학교,전라남도교육청,전라남도 무안군 삼향읍 삼향중앙로 31
B000012812,주천고등학교,고등학교,강원특별자치도교육청,강원특별자치도 영월군 주천면 주천로89번길 41
B000011638,지평선고등학교,고등학교,전북특별자치도교육청,전북특별자치도 김제시 성덕면 성동길 183-4
B000012719,경민고등학교,고등학교,경기도교육청,경기도 의정부시 서부로 545
B000013092,금성고등학교,고등학교,전라남도교육청,전라남도 나주시 건재로 41
B000011900,포항예술고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 흥해읍 연화길 56
B000022940,강경상업고등학교,고등학교,충청남도교육청,충청남도 논산시 강경읍 계백로 220
B000011507,덕영고등학교,고등학교,경기도교육청,경기도 용인시 처인구 고림로74번길 15
B000012547,대지고등학교,고등학교,경기도교육청,경기도 용인시 수지구 동백죽전대로 1066
B000011913,거제공업고등학교,고등학교,경상남도교육청,경상남도 거제시 계룡로11길 63
B000012440,청명고등학교,고등학교,경기도교육청,경기도 수원시 영통구 영통로 466
B000013367,거제고등학교,고등학교,경상남도교육청,경상남도 거제시 아주로3길 61
B000011533,양평전자과학고등학교,고등학교,경기도교육청,경기도 양평군 양서면 대심상심길 13
